010101AA,010101,010101AA,Pulau Tidung
010101AB,010101,010101AB,Pulau Pari
010101AC,010101,010101AC,Pulau Untung Jawa
010102AA,010102,010102AA,Pulau Panggang
010102AB,010102,010102AB,Pulau Kelapa
010102AC,010102,010102AC,Pulau Harapan
016001AA,016001,016001AA,Gelora
016001AB,016001,016001AB,Bendungan Hilir
016001AC,016001,016001AC,Karet Tengsin
016001AD,016001,016001AD,Kebon Melati
016001AE,016001,016001AE,Petamburan
016001AF,016001,016001AF,Kebon Kacang
016001AG,016001,016001AG,Kampung Bali
016002AA,016002,016002AA,Menteng
016002AB,016002,016002AB,Pegangsaan
016002AC,016002,016002AC,Cikini
016002AD,016002,016002AD,Gondangdia
016002AE,016002,016002AE,Kebon Sirih
016003AA,016003,016003AA,Kenari
016003AB,016003,016003AB,Paseban
016003AC,016003,016003AC,Kramat
016003AD,016003,016003AD,Kwitang
016003AE,016003,016003AE,Senen
016003AF,016003,016003AF,Bungur
016004AA,016004,016004AA,Johar Baru
016004AB,016004,016004AB,Kampung Rawa
016004AC,016004,016004AC,Tanah Tinggi
016004AD,016004,016004AD,Galur
016005AA,016005,016005AA,Rawasari
016005AB,016005,016005AB,Cempaka Putih Timur
016005AC,016005,016005AC,Cempaka Putih Barat
016006AA,016006,016006AA,Harapan Mulya
016006AB,016006,016006AB,Cempaka Baru
016006AC,016006,016006AC,Sumur Batu
016006AD,016006,016006AD,Serdang
016006AE,016006,016006AE,Utan Panjang
016006AF,016006,016006AF,Kebon Kosong
016006AG,016006,016006AG,Kemayoran
016006AH,016006,016006AH,Gunung Sahari Selatan
016007AA,016007,016007AA,Pasar Baru
016007AB,016007,016007AB,Gunung Sahari Utara
016007AC,016007,016007AC,Kartini
016007AD,016007,016007AD,Karang Anyar
016007AE,016007,016007AE,Mangga Dua Selatan
016008AA,016008,016008AA,Cideng
016008AB,016008,016008AB,Petojo Selatan
016008AC,016008,016008AC,Gambir
016008AD,016008,016008AD,Kebon Kelapa
016008AE,016008,016008AE,Petojo Utara
016008AF,016008,016008AF,Duri Pulo
016101AA,016101,016101AA,Kamal Muara
016101AB,016101,016101AB,Kapuk Muara
016101AC,016101,016101AC,Pejagalan
016101AD,016101,016101AD,Penjaringan
016101AE,016101,016101AE,Pluit
016102AA,016102,016102AA,Pademangan Barat
016102AB,016102,016102AB,Pademangan Timur
016102AC,016102,016102AC,Ancol
016103AA,016103,016103AA,Sunter Agung
016103AB,016103,016103AB,Sunter Jaya
016103AC,016103,016103AC,Papango
016103AD,016103,016103AD,Warakas
016103AE,016103,016103AE,Sungai Bambu
016103AF,016103,016103AF,Kebon Bawang
016103AG,016103,016103AG,Tanjung Priuk
016104AA,016104,016104AA,Rawabadak Selatan
016104AB,016104,016104AB,Tugu Selatan
016104AC,016104,016104AC,Tugu Utara
016104AD,016104,016104AD,Lagoa
016104AE,016104,016104AE,Rawabadak Utara
016104AF,016104,016104AF,Koja
016105AA,016105,016105AA,Kelapa Gading Barat
016105AB,016105,016105AB,Kelapa Gading Timur
016105AC,016105,016105AC,Pegangsaan Dua
016106AA,016106,016106AA,Suka Pura
016106AB,016106,016106AB,Rorotan
016106AC,016106,016106AC,Marunda
016106AD,016106,016106AD,Cilincing
016106AE,016106,016106AE,Semper Timur
016106AF,016106,016106AF,Semper Barat
016106AG,016106,016106AG,Kali Baru
016201AA,016201,016201AA,Joglo
016201AB,016201,016201AB,Srengseng
016201AC,016201,016201AC,Meruya Selatan
016201AD,016201,016201AD,Meruya Utara
016201AE,016201,016201AE,Kembangan Selatan
016201AF,016201,016201AF,Kembangan Utara
016202AA,016202,016202AA,Sukabumi Selatan
016202AB,016202,016202AB,Sukabumi Utara
016202AC,016202,016202AC,Kelapa Dua
016202AD,016202,016202AD,Kebon Jeruk
016202AE,016202,016202AE,Duri Kepa
016202AF,016202,016202AF,Kedoya Selatan
016202AG,016202,016202AG,Kedoya Utara
016203AA,016203,016203AA,Palmerah
016203AB,016203,016203AB,Slipi
016203AC,016203,016203AC,Kemanggisan
016203AD,016203,016203AD,Kota Bambu Utara
016203AE,016203,016203AE,Kota Bambu Selatan
016203AF,016203,016203AF,Jati Pulo
016204AA,016204,016204AA,Tanjung Duren Utara
016204AB,016204,016204AB,Tanjung Duren Selatan
016204AC,016204,016204AC,Tomang
016204AD,016204,016204AD,Grogol
016204AE,016204,016204AE,Jelambar
016204AF,016204,016204AF,Wijaya Kesuma
016204AG,016204,016204AG,Jelambar Baru
016205AA,016205,016205AA,Kalianyar
016205AB,016205,016205AB,Duri Selatan
016205AC,016205,016205AC,Tanah Sereal
016205AD,016205,016205AD,Duri Utara
016205AE,016205,016205AE,Krendang
016205AF,016205,016205AF,Jembatan Besi
016205AG,016205,016205AG,Angke
016205AH,016205,016205AH,Jembatan Lima
016205AI,016205,016205AI,Tambora
016205AJ,016205,016205AJ,Roa Malaka
016205AK,016205,016205AK,Pekojan
016206AA,016206,016206AA,Krukut
016206AB,016206,016206AB,Maphar
016206AC,016206,016206AC,Taman Sari
016206AD,016206,016206AD,Tangki
016206AE,016206,016206AE,Mangga Besar
016206AF,016206,016206AF,Keagungan
016206AG,016206,016206AG,Glodok
016206AH,016206,016206AH,Pinangsia
016207AA,016207,016207AA,Duri Kosambi
016207AB,016207,016207AB,Rawa Buaya
016207AC,016207,016207AC,Kedaung Kali Angke
016207AD,016207,016207AD,Kapuk
016207AE,016207,016207AE,Cengkareng Timur
016207AF,016207,016207AF,Cengkareng Barat
016208AA,016208,016208AA,Semanan
016208AB,016208,016208AB,Kalideres
016208AC,016208,016208AC,Pegadungan
016208AD,016208,016208AD,Tegal Alur
016208AE,016208,016208AE,Kamal
016301AA,016301,016301AA,Cipedak
016301AB,016301,016301AB,Srengseng Sawah
016301AC,016301,016301AC,Ciganjur
016301AD,016301,016301AD,Jagakarsa
016301AE,016301,016301AE,Lenteng Agung
016301AF,016301,016301AF,Tanjung Barat
016302AA,016302,016302AA,Cilandak Timur
016302AB,016302,016302AB,Ragunan
016302AC,016302,016302AC,Kebagusan
016302AD,016302,016302AD,Pasar Minggu
016302AE,016302,016302AE,Jati Padang
016302AF,016302,016302AF,Pejaten Barat
016302AG,016302,016302AG,Pejaten Timur
016303AA,016303,016303AA,Lebak Bulus
016303AB,016303,016303AB,Pondok Labu
016303AC,016303,016303AC,Cilandak Barat
016303AD,016303,016303AD,Gandaria Selatan
016303AE,016303,016303AE,Cipete Selatan
016304AA,016304,016304AA,Bintaro
016304AB,016304,016304AB,Pesanggrahan
016304AC,016304,016304AC,Ulujami
016304AD,016304,016304AD,Petukangan Selatan
016304AE,016304,016304AE,Petukangan Utara
016305AA,016305,016305AA,Pondok Pinang
016305AB,016305,016305AB,Kebayoran Lama Selatan
016305AC,016305,016305AC,Kebayoran Lama Utara
016305AD,016305,016305AD,Cipulir
016305AE,016305,016305AE,Grogol Selatan
016305AF,016305,016305AF,Grogol Utara
016306AA,016306,016306AA,Gandaria Utara
016306AB,016306,016306AB,Cipete Utara
016306AC,016306,016306AC,Pulo
016306AD,016306,016306AD,Petogogan
016306AE,016306,016306AE,Melawai
016306AF,016306,016306AF,Kramat Pela
016306AG,016306,016306AG,Gunung
016306AH,016306,016306AH,Selong
016306AI,016306,016306AI,Rawa Barat
016306AJ,016306,016306AJ,Senayan
016307AA,016307,016307AA,Bangka
016307AB,016307,016307AB,Pela Mampang
016307AC,016307,016307AC,Tegal Parang
016307AD,016307,016307AD,Mampang Prapatan
016307AE,016307,016307AE,Kuningan Barat
016308AA,016308,016308AA,Kalibata
016308AB,016308,016308AB,Rawajati
016308AC,016308,016308AC,Duren Tiga
016308AD,016308,016308AD,Pancoran
016308AE,016308,016308AE,Pengadegan
016308AF,016308,016308AF,Cikoko
016309AA,016309,016309AA,Menteng Dalam
016309AB,016309,016309AB,Tebet Barat
016309AC,016309,016309AC,Tebet Timur
016309AD,016309,016309AD,Kebon Baru
016309AE,016309,016309AE,Bukit Duri
016309AF,016309,016309AF,Manggarai Selatan
016309AG,016309,016309AG,Manggarai
016310AA,016310,016310AA,Karet Semanggi
016310AB,016310,016310AB,Kuningan Timur
016310AC,016310,016310AC,Karet Kuningan
016310AD,016310,016310AD,Karet
016310AE,016310,016310AE,Menteng Atas
016310AF,016310,016310AF,Pasar Manggis
016310AG,016310,016310AG,Guntur
016310AH,016310,016310AH,Setia Budi
016401AA,016401,016401AA,Pekayon
016401AB,016401,016401AB,Kalisari
016401AC,016401,016401AC,Baru
016401AD,016401,016401AD,Cijantung
016401AE,016401,016401AE,Gedong
016402AA,016402,016402AA,Cibubur
016402AB,016402,016402AB,Kelapa Dua Wetan
016402AC,016402,016402AC,Ciracas
016402AD,016402,016402AD,Susukan
016402AE,016402,016402AE,Rambutan
016403AA,016403,016403AA,Pondok Ranggon
016403AB,016403,016403AB,Cilangkap
016403AC,016403,016403AC,Munjul
016403AD,016403,016403AD,Cipayung
016403AE,016403,016403AE,Setu
016403AF,016403,016403AF,Bambu Apus
016403AG,016403,016403AG,Ceger
016403AH,016403,016403AH,Lubang Buaya
016404AA,016404,016404AA,Pinang Ranti
016404AB,016404,016404AB,Makasar
016404AC,016404,016404AC,Kebon Pala
016404AD,016404,016404AD,Halim Perdana Kusumah
016404AE,016404,016404AE,Cipinang Melayu
016405AA,016405,016405AA,Bale Kambang
016405AB,016405,016405AB,Batu Ampar
016405AC,016405,016405AC,Kampung Tengah
016405AD,016405,016405AD,Dukuh
016405AE,016405,016405AE,Kramat Jati
016405AF,016405,016405AF,Cililitan
016405AG,016405,016405AG,Cawang
016406AA,016406,016406AA,Bidara Cina
016406AB,016406,016406AB,Cipinang Cempedak
016406AC,016406,016406AC,Cipinang Besar Selatan
016406AD,016406,016406AD,Cipinang Muara
016406AE,016406,016406AE,Cipinang Besar Utara
016406AF,016406,016406AF,Rawa Bunga
016406AG,016406,016406AG,Bali Mester
016406AH,016406,016406AH,Kampung Melayu
016407AA,016407,016407AA,Pondok Bambu
016407AB,016407,016407AB,Duren Sawit
016407AC,016407,016407AC,Pondok Kelapa
016407AD,016407,016407AD,Pondok Kopi
016407AE,016407,016407AE,Malaka Jaya
016407AF,016407,016407AF,Malaka Sari
016407AG,016407,016407AG,Klender
016408AA,016408,016408AA,Jatinegara
016408AB,016408,016408AB,Penggilingan
016408AC,016408,016408AC,Pulo Gebang
016408AD,016408,016408AD,Ujung Menteng
016408AE,016408,016408AE,Cakung Timur
016408AF,016408,016408AF,Cakung Barat
016408AG,016408,016408AG,Rawa Terate
016409AA,016409,016409AA,Pisangan Timur
016409AB,016409,016409AB,Cipinang
016409AC,016409,016409AC,Jatinegara Kaum
016409AD,016409,016409AD,Jati
016409AE,016409,016409AE,Rawamangun
016409AF,016409,016409AF,Kayu Putih
016409AG,016409,016409AG,Pulo Gadung
016410AA,016410,016410AA,Kebon Manggis
016410AB,016410,016410AB,Pal Meriem
016410AC,016410,016410AC,Pisangan Baru
016410AD,016410,016410AD,Kayu Manis
016410AE,016410,016410AE,Utan Kayu Selatan
016410AF,016410,016410AF,Utan Kayu Utara
020501AA,020501,020501AA,Malasari
020501AB,020501,020501AB,Bantar Karet
020501AC,020501,020501AC,Cisarua
020501AD,020501,020501AD,Curug Bitung
020501AE,020501,020501AE,Nanggung
020501AF,020501,020501AF,Pangkal Jaya
020501AG,020501,020501AG,Sukaluyu
020501AH,020501,020501AH,Hambaro
020501AI,020501,020501AI,Kalong Liud
020501AJ,020501,020501AJ,Parakan Muncang
020501AK,020501,020501AK,BATU TULIS
020502AA,020502,020502AA,Purasari
020502AB,020502,020502AB,Puraseda
020502AC,020502,020502AC,Karyasari
020502AD,020502,020502AD,Pabangbon
020502AE,020502,020502AE,Karacak
020502AF,020502,020502AF,Barengkok
020502AG,020502,020502AG,Cibeber Ii
020502AH,020502,020502AH,Cibeber I
020502AI,020502,020502AI,Leuwimekar
020502AJ,020502,020502AJ,Leuwiliang
020502AK,020502,020502AK,Karehkel
020503AA,020503,020503AA,Cibunian
020503AB,020503,020503AB,Purwabakti
020503AC,020503,020503AC,Ciasmara
020503AD,020503,020503AD,Ciasihan
020503AE,020503,020503AE,Gunung Sari
020503AF,020503,020503AF,Gunung Bunder 2
020503AG,020503,020503AG,Gunung Bunder 1
020503AH,020503,020503AH,Cibening
020503AI,020503,020503AI,Gunung Picung
020503AJ,020503,020503AJ,Cibitung Kulon
020503AK,020503,020503AK,Cibitung Wetan
020503AL,020503,020503AL,Pamijahan
020503AM,020503,020503AM,Pasarean
020503AN,020503,020503AN,Gunung Menyan
020503AO,020503,020503AO,Cimayang
020504AA,020504,020504AA,Situ Udik
020504AB,020504,020504AB,Situ Ilir
020504AC,020504,020504AC,Cibatok 2
020504AD,020504,020504AD,Ciaruten Udik
020504AE,020504,020504AE,Cibatok 1
020504AF,020504,020504AF,Sukamaju
020504AG,020504,020504AG,Cemplang
020504AH,020504,020504AH,Galuga
020504AI,020504,020504AI,Dukuh
020504AJ,020504,020504AJ,Cimanggu 2
020504AK,020504,020504AK,Cimanggu 1
020504AL,020504,020504AL,Girimulya
020504AM,020504,020504AM,Leuweung Kolot
020504AN,020504,020504AN,Ciaruten Ilir
020504AO,020504,020504AO,Cijujung
020505AA,020505,020505AA,Ciampea Udik
020505AB,020505,020505AB,Cinangka
020505AC,020505,020505AC,Cibuntu
020505AD,020505,020505AD,Cicadas
020505AE,020505,020505AE,Tegal Waru
020505AF,020505,020505AF,Bojong Jengkol
020505AG,020505,020505AG,Cihideung Udik
020505AH,020505,020505AH,Cihideung Ilir
020505AI,020505,020505AI,Cibanteng
020505AJ,020505,020505AJ,Bojong Rangkas
020505AK,020505,020505AK,Cibadak
020505AL,020505,020505AL,Benteng
020505AM,020505,020505AM,Ciampea
020506AA,020506,020506AA,Purwasari
020506AB,020506,020506AB,Petir
020506AC,020506,020506AC,Sukadamai
020506AD,020506,020506AD,Sukawening
020506AE,020506,020506AE,Neglasari
020506AF,020506,020506AF,Sinar Sari
020506AG,020506,020506AG,Ciherang
020506AH,020506,020506AH,Dramaga
020506AI,020506,020506AI,Babakan
020506AJ,020506,020506AJ,Cikarawang
020507AA,020507,020507AA,Kota Batu
020507AB,020507,020507AB,Mekarjaya
020507AC,020507,020507AC,Parakan
020507AD,020507,020507AD,Ciomas
020507AE,020507,020507AE,Pagelaran
020507AF,020507,020507AF,Sukamakmur
020507AG,020507,020507AG,Ciapus
020507AH,020507,020507AH,Sukaharja
020507AI,020507,020507AI,Padasuka
020507AJ,020507,020507AJ,Ciomas Rahayu
020507AK,020507,020507AK,Laladon
020508AA,020508,020508AA,Warung Menteng
020508AB,020508,020508AB,Cijeruk
020508AC,020508,020508AC,Cipelang
020508AD,020508,020508AD,Cibalung
020508AE,020508,020508AE,Cipicung
020508AF,020508,020508AF,Tanjung Sari
020508AG,020508,020508AG,Tajur Halang
020508AH,020508,020508AH,Palasari
020508AI,020508,020508AI,Sukaharja
020509AA,020509,020509AA,Pasir Buncir
020509AB,020509,020509AB,Cinagara
020509AC,020509,020509AC,Tangkil
020509AD,020509,020509AD,Pasir Muncang
020509AE,020509,020509AE,Muara Jaya
020509AF,020509,020509AF,Caringin
020509AG,020509,020509AG,Lemah Duhur
020509AH,020509,020509AH,Cimande
020509AI,020509,020509AI,Pancawati
020509AJ,020509,020509AJ,Ciderum
020509AK,020509,020509AK,Ciherang Pondok
020509AL,020509,020509AL,Cimande Hilir
020510AA,020510,020510AA,Cileungsi
020510AB,020510,020510AB,Citapen
020510AC,020510,020510AC,Cibedug
020510AD,020510,020510AD,Bojong Murni
020510AE,020510,020510AE,Jambu Luwuk
020510AF,020510,020510AF,Banjar Sari
020510AG,020510,020510AG,Banjar Wangi
020510AH,020510,020510AH,Bitung Sari
020510AI,020510,020510AI,Teluk Pinang
020510AJ,020510,020510AJ,Banjar Waru
020510AK,020510,020510AK,Ciawi
020510AL,020510,020510AL,Bendungan
020510AM,020510,020510AM,Pandansari
020511AA,020511,020511AA,Citeko
020511AB,020511,020511AB,Cibeureum
020511AC,020511,020511AC,Tugu Selatan
020511AD,020511,020511AD,Tugu Utara
020511AE,020511,020511AE,Batu Layang
020511AF,020511,020511AF,Cisarua
020511AG,020511,020511AG,Kopo
020511AH,020511,020511AH,Leuwimalang
020511AI,020511,020511AI,Jogjogan
020511AJ,020511,020511AJ,Cilember
020512AA,020512,020512AA,Sukaresmi
020512AB,020512,020512AB,Sukagalih
020512AC,020512,020512AC,Kuta
020512AD,020512,020512AD,Sukakarya
020512AE,020512,020512AE,Sukamanah
020512AF,020512,020512AF,Sukamaju
020512AG,020512,020512AG,Sukamahi
020512AH,020512,020512AH,Gadog
020512AI,020512,020512AI,Cipayung Datar
020512AJ,020512,020512AJ,Cipayung Girang
020512AK,020512,020512AK,Megamendung
020512AL,020512,020512AL,PASIR ANGIN
020512AM,020512,020512AM,CIPAYUNG
020513AA,020513,020513AA,Cibanon
020513AB,020513,020513AB,Gunung Geulis
020513AC,020513,020513AC,Nagrak
020513AD,020513,020513AD,Sukatani
020513AE,020513,020513AE,Sukaraja
020513AF,020513,020513AF,Cikeas
020513AG,020513,020513AG,Cadas Ngampar
020513AH,020513,020513AH,Pasirlaja
020513AI,020513,020513AI,Cijujung
020513AJ,020513,020513AJ,Cimandala
020513AK,020513,020513AK,Pasir Jambu
020513AL,020513,020513AL,Cilebut Timur
020513AM,020513,020513AM,Cilebut Barat
020514AA,020514,020514AA,Cijayanti
020514AB,020514,020514AB,Bojong Koneng
020514AC,020514,020514AC,Karang Tengah
020514AD,020514,020514AD,Sumur Batu
020514AE,020514,020514AE,Babakan Madang
020514AF,020514,020514AF,Citaringgul
020514AG,020514,020514AG,Cipambuan
020514AH,020514,020514AH,Kadumangu
020514AI,020514,020514AI,Sentul
020515AA,020515,020515AA,Sukawangi
020515AB,020515,020515AB,Sukaharja
020515AC,020515,020515AC,Wargajaya
020515AD,020515,020515AD,Sirnajaya
020515AE,020515,020515AE,Sukamulya
020515AF,020515,020515AF,Sukamakmur
020515AG,020515,020515AG,Cibadak
020515AH,020515,020515AH,Pabuaran
020515AI,020515,020515AI,Sukadamai
020515AJ,020515,020515AJ,Sukaresmi
020516AA,020516,020516AA,Karya Mekar
020516AB,020516,020516AB,Bantar Kuning
020516AC,020516,020516AC,Cikutamahi
020516AD,020516,020516AD,Cibatu Tiga
020516AE,020516,020516AE,Mekarwangi
020516AF,020516,020516AF,Tegal Panjang
020516AG,020516,020516AG,Cariu
020516AH,020516,020516AH,Kuta Mekar
020516AI,020516,020516AI,Sukajadi
020516AJ,020516,020516AJ,Babakan Raden
020517AA,020517,020517AA,Sukajaya
020517AB,020517,020517AB,Sukanegara
020517AC,020517,020517AC,Cibodas
020517AD,020517,020517AD,Singasari
020517AE,020517,020517AE,Singajaya
020517AF,020517,020517AF,Sukasirna
020517AG,020517,020517AG,Balekambang
020517AH,020517,020517AH,Bendungan
020517AI,020517,020517AI,Sirnagalih
020517AJ,020517,020517AJ,Jonggol
020517AK,020517,020517AK,Sukamaju
020517AL,020517,020517AL,Sukamanah
020517AM,020517,020517AM,Weninggalih
020517AN,020517,020517AN,Sukagalih
020518AA,020518,020518AA,Dayeuh
020518AB,020518,020518AB,Mampir
020518AC,020518,020518AC,Setu Sari
020518AD,020518,020518AD,Cipeucang
020518AE,020518,020518AE,Jatisari
020518AF,020518,020518AF,Gandoang
020518AG,020518,020518AG,Mekarsari
020518AH,020518,020518AH,Cileungsi Kidul
020518AI,020518,020518AI,Cileungsi
020518AJ,020518,020518AJ,Limus Nunggal
020518AK,020518,020518AK,Pasir Angin
020518AL,020518,020518AL,Cipenjo
020519AA,020519,020519AA,Karanggan
020519AB,020519,020519AB,Gunung Putri
020519AC,020519,020519AC,Tlajung Udik
020519AD,020519,020519AD,Bojong Nangka
020519AE,020519,020519AE,Cicadas
020519AF,020519,020519AF,Wanaherang
020519AG,020519,020519AG,Cikeas Udik
020519AH,020519,020519AH,Nagrak
020519AI,020519,020519AI,Ciangsana
020519AJ,020519,020519AJ,Bojong Kulur
020520AA,020520,020520AA,Tangkil
020520AB,020520,020520AB,Hambalang
020520AC,020520,020520AC,Tajur
020520AD,020520,020520AD,Pasir Mukti
020520AE,020520,020520AE,Sukahati
020520AF,020520,020520AF,Leuwinutug
020520AG,020520,020520AG,Sanja
020520AH,020520,020520AH,Karang Asem Barat
020520AI,020520,020520AI,Karang Asem Timur
020520AJ,020520,020520AJ,Tarikolot
020520AK,020520,020520AK,Gunung Sari
020520AL,020520,020520AL,Citeureup
020520AM,020520,020520AM,Puspanegara
020520AN,020520,020520AN,Puspasari
020521AA,020521,020521AA,Karadenan
020521AB,020521,020521AB,Nanggewer
020521AC,020521,020521AC,Nanggewer Mekar
020521AD,020521,020521AD,Cibinong
020521AE,020521,020521AE,Pakansari
020521AF,020521,020521AF,Sukahati
020521AG,020521,020521AG,Tengah
020521AH,020521,020521AH,Pondok Rajeg
020521AI,020521,020521AI,Harapan Jaya
020521AJ,020521,020521AJ,Pabuaran
020521AK,020521,020521AK,Cirimekar
020521AL,020521,020521AL,Ciriung
020522AA,020522,020522AA,Cimanggis
020522AB,020522,020522AB,Waringin Jaya
020522AC,020522,020522AC,Kedung Waringin
020522AD,020522,020522AD,Bojong Gede
020522AE,020522,020522AE,Susukan
020522AF,020522,020522AF,Bojong Baru
020522AG,020522,020522AG,Rawa Panjang
020522AH,020522,020522AH,Pabuaran
020522AI,020522,020522AI,Ragajaya
020523AA,020523,020523AA,Semplak Barat
020523AB,020523,020523AB,Atang Senjaya
020523AC,020523,020523AC,Parakan Jaya
020523AD,020523,020523AD,Bojong
020523AE,020523,020523AE,Kemang
020523AF,020523,020523AF,Pabuaran
020523AG,020523,020523AG,Tegal
020523AH,020523,020523AH,Pondok Udik
020523AI,020523,020523AI,Jampang
020524AA,020524,020524AA,Iwul
020524AB,020524,020524AB,Jabon Mekar
020524AC,020524,020524AC,Pamager Sari
020524AD,020524,020524AD,Parung
020524AE,020524,020524AE,Waru
020524AF,020524,020524AF,Warujaya
020524AG,020524,020524AG,Bojong Sempu
020524AH,020524,020524AH,Bojong Indah
020524AI,020524,020524AI,Cogreg
020525AA,020525,020525AA,Jampang
020525AB,020525,020525AB,Cibadung
020525AC,020525,020525AC,Cibinong
020525AD,020525,020525AD,Cidokom
020525AE,020525,020525AE,Padurenan
020525AF,020525,020525AF,Curug
020525AG,020525,020525AG,Rawakalong
020525AH,020525,020525AH,Pengasinan
020525AI,020525,020525AI,Gunung Sindur
020525AJ,020525,020525AJ,Pabuaran
020526AA,020526,020526AA,Leuwibatu
020526AB,020526,020526AB,Cidokom
020526AC,020526,020526AC,Gobang
020526AD,020526,020526AD,Rabak
020526AE,020526,020526AE,Cibodas
020526AF,020526,020526AF,Kampung Sawah
020526AG,020526,020526AG,Rumpin
020526AH,020526,020526AH,Cipinang
020526AI,020526,020526AI,Sukasari
020526AJ,020526,020526AJ,Kertajaya
020526AK,020526,020526AK,Taman Sari
020526AL,020526,020526AL,Sukamulya
020526AM,020526,020526AM,Mekar Sari
020526AN,020526,020526AN,MEKARJAYA
020527AA,020527,020527AA,Sukaraksa
020527AB,020527,020527AB,Sukamaju
020527AC,020527,020527AC,Cigudeg
020527AD,020527,020527AD,Banyu Resmi
020527AE,020527,020527AE,Wargajaya
020527AF,020527,020527AF,Bunar
020527AG,020527,020527AG,Mekarjaya
020527AH,020527,020527AH,Cintamanik
020527AI,020527,020527AI,Banyu Wangi
020527AJ,020527,020527AJ,Banyu Asih
020527AK,020527,020527AK,Tegalega
020527AL,020527,020527AL,Batu Jajar
020527AM,020527,020527AM,Rengasjajar
020527AN,020527,020527AN,Bangunjaya
020527AO,020527,020527AO,Argapura
020528AA,020528,020528AA,Pangradin
020528AB,020528,020528AB,Kalongsawah
020528AC,020528,020528AC,Sipak
020528AD,020528,020528AD,Pamagersari
020528AE,020528,020528AE,Jugala Jaya
020528AF,020528,020528AF,Curug
020528AG,020528,020528AG,Tegal Wangi
020528AH,020528,020528AH,Koleang
020528AI,020528,020528AI,Jasinga
020528AJ,020528,020528AJ,Setu
020528AK,020528,020528AK,Cikopomayak
020528AL,020528,020528AL,Neglasari
020528AM,020528,020528AM,Bagoang
020528AN,020528,020528AN,Barengkok
020528AO,020528,020528AO,Pangaur
020528AP,020528,020528AP,Wirajaya
020529AA,020529,020529AA,Ciomas
020529AB,020529,020529AB,Tapos
020529AC,020529,020529AC,Batok
020529AD,020529,020529AD,Babakan
020529AE,020529,020529AE,Bojong
020529AF,020529,020529AF,Singabraja
020529AG,020529,020529AG,Tenjo
020529AH,020529,020529AH,Cilaku
020529AI,020529,020529AI,Singabangsa
020530AA,020530,020530AA,Jagabaya
020530AB,020530,020530AB,Gorowong
020530AC,020530,020530AC,Dago
020530AD,020530,020530AD,Cikuda
020530AE,020530,020530AE,Pingku
020530AF,020530,020530AF,Lumpang
020530AG,020530,020530AG,Gintung Cilejet
020530AH,020530,020530AH,Jagabita
020530AI,020530,020530AI,Cibunar
020530AJ,020530,020530AJ,Parung Panjang
020530AK,020530,020530AK,Kabasiran
020531AA,020531,020531AA,Sukajadi
020531AB,020531,020531AB,Sukaluyu
020531AC,020531,020531AC,Sukajaya
020531AD,020531,020531AD,Sukaresmi
020531AE,020531,020531AE,Pasir Eurih
020531AF,020531,020531AF,Taman Sari
020531AG,020531,020531AG,Sukamantri
020531AH,020531,020531AH,Sirnagalih
020532AA,020532,020532AA,Karihkil
020532AB,020532,020532AB,Cibeuteung Udik
020532AC,020532,020532AC,Babakan
020532AD,020532,020532AD,Putat Nutug
020532AE,020532,020532AE,Cibeuteung Muara
020532AF,020532,020532AF,Cibentang
020532AG,020532,020532AG,Parigi Mekar
020532AH,020532,020532AH,Ciseeng
020532AI,020532,020532AI,Cihowe
020532AJ,020532,020532AJ,Kuripan
020533AA,020533,020533AA,Leuwikaret
020533AB,020533,020533AB,Lulut
020533AC,020533,020533AC,Bantar Jati
020533AD,020533,020533AD,Nambo
020533AE,020533,020533AE,Kembang Kuning
020533AF,020533,020533AF,Kelapa Nunggal
020533AG,020533,020533AG,Ligarmukti
020533AH,020533,020533AH,Bojong
020533AI,020533,020533AI,Cikahuripan
020534AA,020534,020534AA,Cisarua
020534AB,020534,020534AB,Kiarasari
020534AC,020534,020534AC,Kiarapandak
020534AD,020534,020534AD,Harkatjaya
020534AE,020534,020534AE,Sukajaya
020534AF,020534,020534AF,Sipayung
020534AG,020534,020534AG,Sukamulih
020534AH,020534,020534AH,Pasir Madang
020534AI,020534,020534AI,Cileuksa
020534AJ,020534,020534AJ,URUG
020534AK,020534,020534AK,JAYARAHARJA
020535AA,020535,020535AA,Mekarsari
020535AB,020535,020535AB,Ranca Bungur
020535AC,020535,020535AC,Pasir Gaok
020535AD,020535,020535AD,Bantarjaya
020535AE,020535,020535AE,Bantar Sari
020535AF,020535,020535AF,Candali
020535AG,020535,020535AG,Cimulang
020536AA,020536,020536AA,Cibadak
020536AB,020536,020536AB,Tanjung Sari
020536AC,020536,020536AC,Sirnasari
020536AD,020536,020536AD,Sirnarasa
020536AE,020536,020536AE,Buanajaya
020536AF,020536,020536AF,Antajaya
020536AG,020536,020536AG,Pasir Tanjung
020536AH,020536,020536AH,Tanjung Rasa
020536AI,020536,020536AI,Sukarasa
020536AJ,020536,020536AJ,Selawangi
020536AK,020536,020536AK,SIRNASARI
020536AL,020536,020536AL,SIRNARASA
020537AA,020537,020537AA,Tonjong
020537AB,020537,020537AB,Tajur Halang
020537AC,020537,020537AC,Sukmajaya
020537AD,020537,020537AD,Nanggerang
020537AE,020537,020537AE,Sasak Panjang
020537AF,020537,020537AF,Kalisuren
020537AG,020537,020537AG,Citayam
020538AA,020538,020538AA,Tugu Jaya
020538AB,020538,020538AB,Cigombong
020538AC,020538,020538AC,Wates Jaya
